"target","subscribers","video.views","uploads","Country","channel_type","created_month","created_date","video_views_for_the_last_30_days","subscribers_for_last_30_days","created_year","Gross.tertiary.education.enrollment....","Population","Unemployment.rate","Urban_population","Latitude","Longitude","rgroup","predCountry","predchannel_type","predcreated_month","predcreated_date","predcreated_year","predsubscribers","predvideo.views","preduploads","predvideo_views_for_the_last_30_days","predsubscribers_for_last_30_days","predGross.tertiary.education.enrollment....","predPopulation","predUnemployment.rate","predUrban_population","predLatitude","predLongitude","pred"
1,16600000,11946217860,8976,"India","Music","Nov","21",89012000,1e+05,"2011",28.1,1366417754,5.36,471031528,20.593684,78.96288,0.98226772248745,0.634781450799355,0.633801886066835,0.500000031218181,0.391309144097066,0.446429557032493,0.412699824183372,0.786880569554214,0.491803439671098,0.983863189680435,0.411167971854847,0.63865431066442,0.634781450799355,0.580881770158871,0.634781450799355,0.596272704041445,0.634781450799355,0.68083359664434
0,16500000,2440934034,421,"United States","Entertainment","Mar","9",21953000,2e+05,"2014",88.2,328239523,14.7,270663028,37.09024,-95.712891,0.800502894679084,0.526315681174103,0.472081368233545,0.519999632474883,0.516128564348783,0.472727798101428,0.412699824183372,0.161295811734918,0.403227393483599,8.22319923646132e-06,0.80519086275992,0.51984119754833,0.514285662602914,0.526315681174103,0.526315681174103,0.522900682147689,0.501976283190093,0.349406961032169
1,16400000,12844432341,23952,"Thailand","Entertainment","Sep","13",181382000,2e+05,"2010",49.3,69625582,0.75,35294600,15.870032,100.992541,0.977707399986684,0.555549563756985,0.472081368233545,0.590907738115735,0.59999508141476,0.342861678905649,0.412699824183372,0.693545291582017,0.790317924281489,0.983863189680435,0.80519086275992,0.476923456921842,0.375002261091349,0.555555555555556,0.500000023872834,0.596272704041445,0.555549563756985,0.917984840344267
1,16200000,9763592867,3943,"Vietnam","Film","Jan","14",256733000,2e+05,"2014",28.5,96462106,2.01,35332140,14.058324,108.277199,0.957670163130388,0.000501122254369008,0.518517892795697,0.403510493208481,0.400005080914785,0.472727798101428,0.412699824183372,0.786880569554214,0.629030203115702,0.999991830025354,0.80519086275992,0.000501122254369008,0.375002261091349,0.418183335273479,0.475410265788702,0.596272704041445,0.426230744141516,0.829553946215003
0,16100000,1517638132,2805,"Indonesia","Games","Jan","28",9619000,0,"2015",36.3,270203917,4.69,151509724,-0.789275,113.921327,0.819820542354137,0.307707224319408,0.366668915907679,0.403510493208481,0.500000115947191,0.479167134505044,0.412699824183372,0.100006693611384,0.629030203115702,8.09056912990721e-06,0.147208121827411,0.393444396376725,0.514285662602914,0.580881770158871,0.383563261097473,0.596272704041445,0.426230744141516,0.0280337638260131
1,16100000,6872702790,671,"United States","Entertainment","Jul","15",399807000,3e+05,"2015",88.2,328239523,14.7,270663028,37.09024,-95.712891,0.819038103567436,0.526315681174103,0.472081368233545,0.500000030061973,0.59999508141476,0.479167134505044,0.412699824183372,0.393444396376725,0.491803439671098,0.935476873330698,0.902429248637268,0.51984119754833,0.514285662602914,0.526315681174103,0.526315681174103,0.522900682147689,0.501976283190093,0.897162277837518
0,16000000,3029872908,687,"Mexico","Games","May","25",4698000,0,"2015",40.2,126014024,3.42,102626859,23.634501,-102.552784,0.953563940711319,0.280008864580482,0.366668915907679,0.549018678523492,0.615375865193187,0.479167134505044,0.412699824183372,0.161295811734918,0.491803439671098,8.09056912990721e-06,0.147208121827411,0.393444396376725,0.375002261091349,0.418183335273479,0.347828315870446,0.387100468480908,0.501976283190093,0.0428699087450588
0,15900000,9962188084,2035,"United States","Music","Jun","9",9915000,0,"2016",88.2,328239523,14.7,270663028,37.09024,-95.712891,0.854501915629953,0.526315681174103,0.633801886066835,0.425533533826443,0.516128564348783,0.547617952510098,0.500000026183072,0.786880569554214,0.540982961318284,8.09056912990721e-06,0.147208121827411,0.51984119754833,0.514285662602914,0.526315681174103,0.526315681174103,0.522900682147689,0.501976283190093,0.247037034587856
1,15900000,9198986881,5105,"Brazil","Music","Jan","18",136388000,1e+05,"2010",51.3,212559417,12.08,183241641,-14.235004,-51.92528,0.990441862959415,0.404257390765657,0.633801886066835,0.403510493208481,0.400006774440146,0.342861678905649,0.500000026183072,0.64515897523228,0.491803439671098,0.983863189680435,0.411167971854847,0.476923456921842,0.400001693694715,0.360001888286511,0.383563261097473,0.38596694134097,0.485714512983766,0.515163392581412
1,15800000,4122634467,542,"Indonesia","Comedy","Jan","18",71870000,1e+05,"2017",36.3,270203917,4.69,151509724,-0.789275,113.921327,0.981103662168607,0.307707224319408,0.378381709234254,0.403510493208481,0.400006774440146,0.413045403868973,0.500000026183072,0.180333135905586,0.403227393483599,0.983863189680435,0.411167971854847,0.393444396376725,0.514285662602914,0.580881770158871,0.383563261097473,0.596272704041445,0.426230744141516,0.1975846694807
0,15700000,9787697838,16874,"India","Entertainment","Mar","23",51315000,0,"2012",28.1,1366417754,5.36,471031528,20.593684,78.96288,0.970138016855344,0.634781450799355,0.472081368233545,0.519999632474883,0.599993441995642,0.510638106069586,0.500000026183072,0.786880569554214,0.790317924281489,0.147546788140795,0.147208121827411,0.63865431066442,0.634781450799355,0.580881770158871,0.634781450799355,0.596272704041445,0.634781450799355,0.244261481386744
0,15600000,3869457097,2019,"Brazil","Entertainment","May","9",56218000,1e+05,"2010",51.3,212559417,12.08,183241641,-14.235004,-51.92528,0.953978736652061,0.404257390765657,0.472081368233545,0.549018678523492,0.516128564348783,0.342861678905649,0.500000026183072,0.180333135905586,0.540982961318284,0.147546788140795,0.411167971854847,0.476923456921842,0.400001693694715,0.360001888286511,0.383563261097473,0.38596694134097,0.485714512983766,0.188608586124196
0,15600000,6165757696,4245,"United States","Howto","Dec","13",27382000,0,"2018",88.2,328239523,14.7,270663028,37.09024,-95.712891,0.822994056157768,0.526315681174103,0.15385952937874,0.386366255843654,0.59999508141476,0.666660554178609,0.500000026183072,0.306454760784126,0.629030203115702,8.22319923646132e-06,0.147208121827411,0.51984119754833,0.514285662602914,0.526315681174103,0.526315681174103,0.522900682147689,0.501976283190093,0.103218175084278
1,15500000,6386271870,220,"Saudi Arabia","Music","Jul","26",90914000,2e+05,"2010",68,34268528,5.93,28807838,23.885942,45.079162,0.972012107260525,0.400020320611202,0.633801886066835,0.500000030061973,0.519999264964466,0.342861678905649,0.500000026183072,0.393444396376725,0.426230744141516,0.983863189680435,0.80519086275992,0.370969849250442,0.529411356059126,0.541665832448837,0.500000023872834,0.522900682147689,0.531914249130372,0.652546152465697
1,15500000,8265129639,1021,"Saudi Arabia","Film","May","16",135036000,3e+05,"2017",68,34268528,5.93,28807838,23.885942,45.079162,0.967071915278211,0.400020320611202,0.518517892795697,0.549018678523492,0.444447620875319,0.413045403868973,0.500000026183072,0.64515897523228,0.532257570416229,0.967205482260563,0.902429248637268,0.370969849250442,0.529411356059126,0.541665832448837,0.500000023872834,0.522900682147689,0.531914249130372,0.926263091635864
1,15500000,12714141740,1525,"India","Entertainment","Apr","9",139123000,2e+05,"2017",28.1,1366417754,5.36,471031528,20.593684,78.96288,0.80540008819662,0.634781450799355,0.472081368233545,0.441861854919109,0.516128564348783,0.413045403868973,0.500000026183072,0.693545291582017,0.540982961318284,0.983863189680435,0.80519086275992,0.63865431066442,0.634781450799355,0.580881770158871,0.634781450799355,0.596272704041445,0.634781450799355,0.920857551796454
1,15300000,9938811455,2175,"Russia","People","Apr","1",475565000,8e+05,"2021",81.9,144373535,4.59,107683889,61.52401,105.318756,0.828976813936606,0.40001016132153,0.37778052984104,0.441861854919109,0.500000067637874,0.545450561165042,0.500000026183072,0.786880569554214,0.540982961318284,0.935476873330698,0.981472595384838,0.51984119754833,0.400001693694715,0.428572588107754,0.383563261097473,0.389832403236837,0.426230744141516,0.99994936734562
0,15200000,1491452935,443,"Philippines","Entertainment","Apr","11",9980000,0,"2013",35.5,108116615,2.15,50975903,12.879721,121.774017,0.855362081900239,0.555549563756985,0.472081368233545,0.441861854919109,0.533331219477143,0.465117128052292,0.500000026183072,0.100006693611384,0.403227393483599,8.09056912990721e-06,0.147208121827411,0.393444396376725,0.375002261091349,0.418183335273479,0.475410265788702,0.596272704041445,0.426230744141516,0.0304030278065809
0,15200000,6624168155,91704,"India","News","Jan","19",49662000,1e+05,"2008",28.1,1366417754,5.36,471031528,20.593684,78.96288,0.865540239959955,0.634781450799355,0.789458534991665,0.403510493208481,0.400004064772474,0.529410947424388,0.500000026183072,0.393444396376725,0.790317924281489,0.147546788140795,0.411167971854847,0.63865431066442,0.634781450799355,0.580881770158871,0.634781450799355,0.596272704041445,0.634781450799355,0.346502650492497
0,15100000,2143140898,3810,"Indonesia","Entertainment","Jan","16",17231000,1e+05,"2017",36.3,270203917,4.69,151509724,-0.789275,113.921327,0.962604919215664,0.307707224319408,0.472081368233545,0.403510493208481,0.444447620875319,0.413045403868973,0.500000026183072,0.100006693611384,0.629030203115702,8.09056912990721e-06,0.411167971854847,0.393444396376725,0.514285662602914,0.580881770158871,0.383563261097473,0.596272704041445,0.426230744141516,0.128391695235348
0,15100000,3060202847,1037,"United States","People","Jan","12",43409000,2e+05,"2013",88.2,328239523,14.7,270663028,37.09024,-95.712891,0.953233512816951,0.526315681174103,0.37778052984104,0.403510493208481,0.434785514689649,0.465117128052292,0.500000026183072,0.161295811734918,0.532257570416229,8.09056912990721e-06,0.80519086275992,0.51984119754833,0.514285662602914,0.526315681174103,0.526315681174103,0.522900682147689,0.501976283190093,0.426582034732252
1,15100000,6668507856,3733,"Russia","Games","Jun","24",95603000,1e+05,"2013",81.9,144373535,4.59,107683889,61.52401,105.318756,0.979093609144911,0.40001016132153,0.366668915907679,0.425533533826443,0.50000009018258,0.465117128052292,0.500000026183072,0.393444396376725,0.629030203115702,0.983863189680435,0.411167971854847,0.51984119754833,0.400001693694715,0.428572588107754,0.383563261097473,0.389832403236837,0.426230744141516,0.355387188606107
1,15000000,9924103188,899,"India","People","Aug","17",113572000,4e+05,"2014",28.1,1366417754,5.36,471031528,20.593684,78.96288,0.878364619798958,0.634781450799355,0.37778052984104,0.535713676958923,0.500000101454698,0.472727798101428,0.500000026183072,0.786880569554214,0.532257570416229,0.967205482260563,0.93999123264288,0.63865431066442,0.634781450799355,0.580881770158871,0.634781450799355,0.596272704041445,0.634781450799355,0.987818735373739
0,15000000,7159750970,1362,"United States","Games","Feb","9",43133000,0,"2009",88.2,328239523,14.7,270663028,37.09024,-95.712891,0.989869935670868,0.526315681174103,0.366668915907679,0.54999879061465,0.516128564348783,0.666662434895942,0.500000026183072,0.393444396376725,0.540982961318284,8.09056912990721e-06,0.147208121827411,0.51984119754833,0.514285662602914,0.526315681174103,0.526315681174103,0.522900682147689,0.501976283190093,0.140399644483641
1,15000000,13562853889,1788,"Japan","Comedy","Jul","23",282372000,9e+05,"2014",63.2,126226568,2.29,115782416,36.204824,138.252924,0.994661550270393,0.333389411321767,0.378381709234254,0.500000030061973,0.599993441995642,0.472727798101428,0.500000026183072,0.693545291582017,0.540982961318284,0.999991830025354,0.981472595384838,0.370969849250442,0.400001693694715,0.418183335273479,0.383563261097473,0.522900682147689,0.426230744141516,0.999995147247598
